variable_id,mz,rt,bl20210902_10,bl20210902_11,bl20210902_13,bl20210902_14,bl20210902_26,bl20210902_27,bl20210902_29,bl20210902_30,bl20210902_31,bl20210902_32,bl20210902_33,bl20210902_34,bl20210902_35,bl20210902_36,bl20210902_4,bl20210902_5,bl20210902_6,bl20210902_7,bl20210902_8,bl20210902_9,bl20210902_15,bl20210902_16,bl20210902_17,bl20210902_18,bl20210902_19,bl20210902_20,bl20210902_22,bl20210902_23,bl20210902_24,bl20210902_25,bl20210902_12,bl20210902_21,bl20210902_28,bl20210902_3,bl20210902_37,bl20210902_38
M239T37_POS,239.12411298717836,36.5225944519043,2956983.40642149,2689278.76141335,2537347.776533261,NA,NA,NA,NA,4661369.666551808,NA,2912541.8685827535,3813020.9012743914,2444432.3594686696,2653398.92852834,3675629.1230522315,NA,NA,NA,NA,NA,NA,NA,2121282.504704153,NA,2602507.565515682,1611714.638312802,4431362.43932944,4467478.532007851,4155753.104184356,2600822.032568151,4613114.26587506,2427394.398796174,NA,NA,NA,2168845.619637195,2229767.3539608773
M239T447_POS,239.23556667645028,446.68190002441406,NA,7134.102028025014,NA,5377.8793957745365,12362.438256063315,19183.951111011433,29776.492856310986,NA,NA,5984.096682859923,4978.652725222578,6880.14560530329,NA,NA,19958.06390761553,36419.5139170061,28614.821214993608,NA,18677.544120653045,NA,56775.29648989113,129049.36332899157,NA,14720.530501694237,NA,NA,NA,4855.829547652386,7872.643398248235,NA,NA,7476.996122356601,20025.208874219832,8284.13421085585,6779.661666431715,6763.896018899407
M239T22_POS,239.2823028564453,22.463335037231445,22390.106944461666,20861.596361857428,13360.811661819369,15233.487266995873,NA,6986.354260674471,6527.972584223348,16851.621354483515,7052.934250074614,15119.852580617404,NA,11397.629857978372,9980.716829001083,10431.868513560641,7059.237306964292,7986.688580507616,12272.738833673748,10983.251244133775,10361.996751135312,35057.7731848053,4068.0399806438445,4145.956066846081,NA,2779.7965711350053,NA,19714.13942980305,NA,18414.57361342386,NA,20439.454211677083,15173.923524614724,14333.152110098425,7484.921920452648,10144.429033754313,8689.07360649188,9073.017986835945
M239T36_POS,239.2823028564453,36.23920822143555,23553.831484236893,18961.783035865312,10935.885518688416,10129.803289154996,NA,NA,NA,25407.10085275065,NA,19056.986884626884,16019.941709249571,10265.476909751766,15857.031199241874,10975.79540546534,NA,NA,NA,NA,NA,33832.43291415348,NA,NA,NA,NA,NA,15925.94341974056,21743.674235556395,17541.500870652657,15535.844580246601,16103.570410541242,20347.1859741548,18236.924661473502,NA,14066.074544426305,13834.473942019084,14073.921953058227
M240T632_POS,239.88921425403967,632.4630126953125,NA,NA,NA,6232.1273863802635,4783.4343985067535,6347.252350878798,NA,NA,5245.2652994730515,NA,NA,NA,6293.517574850475,NA,7335.084206769257,7353.068606028057,NA,NA,NA,7612.080840189449,5677.80345513912,3526.269650450913,NA,5402.220845628798,NA,NA,NA,4842.6398754361135,NA,3919.2021274626695,NA,5440.37828333324,6490.7470957362475,NA,5326.311478633824,4991.561576840796
M240T180_POS,240.10668518673248,179.68053436279297,NA,29903.3544985033,24294.38705160217,NA,NA,NA,NA,27926.31886198482,NA,NA,23063.633557719513,NA,12070.497492496279,NA,NA,NA,NA,NA,NA,24277.7942586889,10171.243321237538,9124.162604688532,NA,10590.264514073935,NA,NA,23019.1089739519,21761.621771387265,23516.29752164525,NA,24102.5670805458,22423.95265664163,NA,22065.841514136257,NA,19770.502344880657
M240T22_POS,240.12605900947167,22.086406707763672,115824.64082415929,NA,NA,119703.51472576658,65912.09693452409,74763.68113044369,70000.4224853892,NA,87209.6002453495,NA,NA,157891.02467913638,126376.80085295929,NA,NA,94262.17264176172,94209.29322568647,NA,90154.21504103059,NA,125097.60231310908,NA,103367.9685799356,NA,NA,NA,193407.49763634912,NA,138129.61717088622,171886.805540434,168443.29249094805,168542.91879022223,66710.01181578974,NA,112571.63966750393,NA
M240T36_POS,240.1261622218083,36.322025299072266,NA,NA,135978.65687124638,NA,NA,NA,NA,134984.2474446002,NA,NA,NA,136366.84474677444,152006.382092954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119788.70933097033,NA,167196.4933814762,158931.42459118145,150383.20782036244,152497.5482227557,NA,NA,95436.39460562715,114227.06754611584
M240T151_POS,240.12125983758048,150.7602996826172,150651.06691433338,123201.68358330938,112729.00982285221,NA,NA,NA,NA,101215.8811348919,NA,NA,NA,33881.5593373877,61611.943567622984,NA,NA,NA,NA,NA,NA,99440.8930565456,NA,NA,NA,NA,NA,97296.21363681406,90988.81712336291,61747.45613280564,92184.08219823535,72695.5116106182,100214.31547858183,97951.91011432793,NA,NA,43234.4010901472,53435.382288209774
M240T506_POS,240.23132637820277,505.8970947265625,44252.81249062451,36022.65637318678,45230.971464359405,37279.06484156723,23897.27132214146,45115.77688354515,56430.701052623386,40406.534803992996,34386.53921585167,38859.385257233625,39239.93742361922,28385.14682126152,32094.90838615967,22461.150753606038,NA,50041.56616660465,43615.96530215564,38283.08928540205,58657.21388442238,67260.49592157773,42243.57190583862,38467.57949891574,17598.892066922155,30200.48407557635,32802.00248379201,52602.99708046842,38946.76781158796,44839.58474697832,40969.6778815631,26588.7000891316,34425.962715842536,53771.46777617251,50347.05607092495,32667.76134680088,36247.2481154716,39908.687155620544
M241T134_POS,240.54991619467876,134.4317398071289,13941.74114980118,13082.106023221948,10974.44492201015,12200.318112350118,2264.1121264490853,2675.549726481127,NA,14310.2683311985,NA,13608.452105993903,12439.16906118899,13867.762656287194,NA,NA,NA,NA,NA,NA,NA,12606.027656153094,8580.43680188377,NA,NA,8097.387093762678,9363.960825221622,NA,15257.829945142676,15010.543891412093,14536.318690601616,11835.322921550767,NA,12868.705125132168,NA,NA,NA,13272.689345535522
M241T169_POS,241.02962784014312,168.93843841552734,NA,114048.18630547616,84198.42313808938,72467.28529528041,12601.941015931483,NA,7648.771680948329,121190.3842657021,NA,122543.0658398518,102085.72991841378,NA,114075.58179184562,NA,NA,NA,NA,NA,NA,81938.31298805599,2748.104790267949,4889.244864454525,NA,NA,NA,NA,138510.37517856527,127402.3978973299,118051.84215738202,NA,100612.0781703775,115987.8876110703,NA,96773.3571550158,112369.08891940578,116932.6130936479
M241T180_POS,241.10280615628255,179.75348663330078,NA,11717.628973706762,10193.930082291692,8221.668720225985,NA,NA,NA,NA,NA,7480.996817340367,NA,NA,6898.25090026475,NA,NA,NA,NA,NA,NA,8451.092576911598,NA,NA,NA,NA,NA,NA,8774.117684595563,10037.206213437983,NA,NA,9216.38527817169,10083.070232344424,NA,NA,8056.065902705518,8058.534944038378
M241T162_POS,241.1101346163496,162.1001434326172,68504.31665261551,103209.97671917612,70274.6004025115,62296.41984592145,NA,NA,NA,65470.543803685854,NA,63823.69106503937,53163.19868896527,45811.8466302625,46610.02428518808,52122.277639223204,NA,NA,NA,NA,NA,59574.70477674173,10727.663185983829,10044.58489593321,NA,8342.60287645507,11874.257600789562,32706.4424303715,32319.21479388018,38253.22479115307,31305.2683966022,NA,53519.16894711825,46276.945589561976,NA,NA,51063.69969167552,54768.590411508914
M241T32_POS,241.17214666603917,31.61741352081299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15839.373250133005,NA,14766.898298306514,NA,9383.933907761877,11527.84261110232,9726.86039129776,NA,NA,NA,NA,NA,NA,8239.597943818235,NA
M242T633_POS,241.88409997555442,632.54998779296875,116173.33229282981,122571.80209880829,120272.12426504676,126466.57403155288,98488.64638856854,112332.3751271882,145068.0317375233,105916.55685018271,146052.46674976047,103486.16835217648,91162.81162002415,121221.85985908585,113416.99143385123,115326.87103283749,166189.6368832805,161530.7693202349,178698.1521850991,167606.19572244486,137544.21083215662,117146.97975654295,107970.24627203228,61597.36415898502,71748.17331399683,90682.17303652794,106309.40957532574,130541.63276036152,120657.04091380537,110974.24093534352,105542.78094980099,92608.04246095414,102474.04252302967,131113.9419676752,114867.37100959958,193480.37856087924,99371.84329566917,99391.35755750573
M242T114_1_POS,242.10080064157017,114.44599151611328,NA,1153532.5627667832,731967.831155189,740413.3123008274,14966.043691478442,13763.372004038978,10776.146477816834,923041.5801737929,NA,NA,737566.3650591822,NA,786391.4793330565,NA,NA,NA,20869.785245473286,19390.613800794028,14950.732498591186,849719.333563547,867427.4009669397,NA,36719.13512529961,879216.6001358662,971240.6987465577,NA,5082.496361732749,NA,734754.3396641585,NA,861271.4482647929,868197.720374318,NA,796271.3407616852,NA,NA
M242T114_2_POS,242.12040138418962,114.34786987304688,1057121.819870983,NA,NA,NA,NA,NA,NA,NA,NA,792460.0082790273,NA,670608.3152301619,NA,725554.9659278238,NA,NA,NA,NA,NA,NA,NA,1044237.3119670686,NA,NA,NA,770493.2511151672,955938.4136320341,980629.4371387643,NA,690111.3004297093,NA,NA,NA,NA,920280.8571823543,911904.8155886783
M243T632_POS,242.8857261776365,632.3485412597656,11988.061294468676,11027.939758249944,NA,NA,NA,11835.814372318986,13611.001842538426,NA,10863.939254724084,10020.0993751091,10750.665128827057,NA,8163.4036102845985,NA,13401.878903669714,NA,NA,NA,NA,19173.17990198058,NA,NA,NA,NA,10324.215419764363,NA,NA,NA,NA,11042.062721239983,12603.607477502477,10446.127368501928,NA,NA,11249.495384899468,10172.891031597208
M243T114_1_POS,243.1020631364361,114.3670425415039,NA,62673.07048883996,41562.13392026686,40120.53917389576,NA,NA,NA,56205.93934677361,NA,NA,38875.5429843086,NA,41243.646521641866,NA,NA,NA,NA,NA,NA,49190.03687313265,48257.91489609729,NA,NA,47815.576736065654,48165.29374159782,NA,NA,NA,40769.35008034951,NA,50034.20011929205,50738.5981372757,NA,46757.87610240917,NA,NA
M243T114_2_POS,243.12168816017402,114.34786987304688,58719.72220676801,NA,NA,NA,NA,NA,NA,NA,NA,42729.83640442689,NA,36693.10260101357,NA,37353.25849539733,NA,NA,NA,NA,NA,NA,NA,51004.28197330127,NA,NA,NA,42157.26152244591,50753.553258811226,53043.703004387666,NA,36486.27916098835,NA,NA,NA,NA,50935.16026527108,49645.9541139017
M244T25_POS,244.1370224108341,24.89956569671631,30621.606150690284,NA,26072.58347665789,NA,NA,NA,NA,42627.85307729987,NA,NA,32059.602900493963,NA,NA,NA,NA,9265.366752122316,NA,NA,NA,NA,14502.050801913432,6902.022270334354,NA,23841.20920316462,26542.90202515013,NA,9003.03391564029,NA,10658.895721361274,18023.297097990864,34967.40977726168,NA,NA,NA,34982.26740942893,NA
M244T460_POS,244.18850620682025,459.9401550292969,44597.917735357536,NA,23328.659042334773,36727.35296315138,24363.61013063069,36664.22578822134,31351.58607797369,35490.44771538445,59050.27659891144,39908.479184349126,39732.88805019322,36838.842861938545,NA,21360.808641352887,43143.16744360295,40273.514291841726,46181.23155971222,52766.91674732611,38192.38103351139,28212.762780186644,34622.96735869052,25781.137121636417,3342.579073909917,24417.012194817347,29019.58554929209,51689.839440277916,24221.832618620254,42847.499227131826,NA,NA,24551.634429650334,27288.392822774123,52394.57478132782,28590.57160182793,25674.30486992825,NA
M244T278_POS,244.26213505990782,278.0994873046875,NA,7441.9339358032075,NA,7430.688062373743,10336.896502852143,6596.180400852166,9802.376671218293,NA,NA,NA,5969.507469209912,NA,NA,5675.9050118661535,10292.308918852343,10347.903900185222,9798.941813112926,NA,9088.99882264346,7493.0771441430525,6983.5067558328565,7869.15964294808,NA,8205.728174890373,NA,NA,6882.824202955201,NA,7838.01408768149,NA,13595.596120745991,NA,NA,6837.4528121749845,NA,12457.70966847705
M246T105_POS,246.11089619126517,104.9647216796875,29236.9952624904,24602.009076901228,26557.586223661317,22537.087926794637,NA,NA,NA,14595.7723784196,NA,NA,16738.57597556964,NA,7386.033220817397,7554.402182606425,NA,NA,NA,NA,NA,12568.33881142794,11173.387543416735,NA,NA,17632.482218728226,13799.600883898214,11866.600443889938,7988.301779806582,14625.048973212693,10618.631139016194,NA,NA,16457.188292585968,NA,NA,NA,10063.375957525875
M246T14_POS,246.13656395045646,14.20733642578125,16449.860185603335,13978.940373247782,15273.736219138975,16621.514181118564,NA,NA,NA,14231.87366848138,NA,12942.118910207993,12163.540451437066,8925.677087509961,11763.714576695518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3297.41265928543,NA,19016.323039691237,17516.49895389471,16283.638917729395,17666.757813251534,NA,17272.819273662983,NA,NA,NA,12153.16575940043,11626.827038439988
M246T140_POS,246.16860961914062,140.48532104492188,NA,97880.56681787643,76649.27396850113,73567.7036915241,NA,NA,NA,143711.5918455565,NA,104187.12982545103,102713.44223765854,NA,92932.54028425485,NA,NA,NA,3706.0896424316334,NA,NA,91390.94344847124,1375855.3917589572,1241167.7168390835,43493.12565085505,1202149.529066247,1259784.6817365305,NA,263056.6600585997,NA,230914.8988969377,NA,135409.55650308303,134502.7659012554,NA,120665.29916134561,NA,NA
M247T97_POS,247.12632751464844,96.5625228881836,NA,11940.796170602327,NA,NA,NA,NA,NA,23267.461089998527,NA,NA,17741.710192645074,NA,16072.440235383501,NA,NA,NA,2191.515428156057,NA,NA,15850.94409942698,15396.501097652692,NA,NA,12944.150543234344,14121.355965490968,NA,NA,NA,19597.40045027387,NA,18393.838671468693,21944.307439570122,NA,13164.627234610021,NA,NA
M247T141_POS,247.17180847440136,141.24730682373047,7504.989342270421,6831.905898998278,6840.860999987409,5433.509165732399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6952.615587581555,116249.49768625956,99307.64744623919,NA,100893.74333372335,110126.8331911005,15959.543038198966,21437.356679162513,NA,17118.76329452037,19654.85887066022,12614.069397902325,9469.41232461095,NA,NA,NA,10274.523219959257
M248T52_POS,248.16821221080818,51.6550235748291,279185.92259478406,164895.29940580134,201678.00117012823,219638.29205766896,NA,NA,NA,142633.70016689046,NA,105750.77478886562,192016.3400001638,44238.22481637103,105484.11091152969,76345.17722732364,NA,NA,NA,NA,NA,110035.22011772807,52384.21558844489,58745.53929258483,NA,130803.90085516604,183185.7684087113,89220.41998394397,71092.76546526076,132638.93802297924,81374.61074867599,112626.14679535292,141693.75179267523,150606.2062842541,NA,NA,135681.4079825784,148282.36778340317
M249T484_POS,249.14614068054968,483.57421875,3136.4035606327575,NA,NA,NA,8255.61057741414,11726.797625787902,24756.619709087005,NA,NA,2738.287254111748,NA,2072.555306277057,NA,NA,25648.038056845635,20754.81252908519,21333.847180428656,14731.754754343518,12348.568944394472,3002.0619392160506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2169.476509087505,13140.492364446667,5933.13552856791,NA,NA
M250T93_POS,250.0371203223404,92.88614654541016,NA,NA,16514.294524932862,15164.688356023324,NA,4826.667151896196,4432.463221556709,NA,NA,25277.84502155547,NA,NA,NA,20474.897918432285,5448.367800175082,NA,NA,6116.866480544555,5780.220084522746,NA,10306.134248859345,13567.025274008734,NA,NA,7578.7430140438455,22282.77369909767,NA,19170.600956177346,12855.721209244191,NA,NA,13177.790083367536,NA,NA,NA,NA
M251T321_POS,251.10039174481915,320.92787170410156,7731.218294357137,126229.67977196496,98341.33820025077,71564.26778757057,NA,NA,NA,126371.98710642816,NA,NA,NA,NA,NA,NA,41721.640722050644,54802.66081825646,61889.685873159935,63092.946261614925,67342.01090391887,85451.06293209396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106636.2131169665,146392.99806932206,NA,NA,130438.59069252695,126732.1254272023
M251T186_POS,251.09978326337213,185.72129821777344,8283.739665738767,14481.672360716022,7851.090099094663,NA,NA,NA,NA,NA,NA,9401.490745492116,NA,7984.205088600261,NA,NA,1888.910648327181,NA,NA,NA,NA,NA,NA,4423.077038285548,NA,NA,NA,NA,4792.336617686115,NA,4286.092804650576,NA,7682.694843277652,7427.396094358828,NA,6767.286450531218,NA,7208.84101865694
M251T248_POS,251.1259605916893,247.9682159423828,14456.099090655278,17526.82023451357,13181.174101762148,NA,NA,NA,NA,NA,NA,10849.69214302994,NA,NA,NA,NA,NA,NA,NA,NA,NA,15509.015907453317,NA,NA,NA,NA,3650.1408004620407,11211.31857821005,11796.109718170568,15803.611207124068,13908.100380019956,NA,NA,13624.34947020307,NA,12431.243820141068,NA,10898.3518675967
M251T506_POS,251.23574676750795,505.5831604003906,NA,5202.4098327053025,NA,NA,2829.494476320008,3127.8489494341325,4261.68585777249,3729.7238693441404,NA,NA,NA,3279.1413574139287,NA,2857.052307128648,NA,5511.540851596229,NA,NA,5922.398690607879,5025.963420873509,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352.979134015544,3408.1999834651406,NA,NA,4568.2179768722845,NA,NA
M253T185_POS,253.13024214357324,184.6663818359375,NA,NA,NA,NA,NA,NA,NA,8720.044639416594,NA,NA,6190.234848964384,NA,7207.564080209263,NA,NA,NA,NA,NA,NA,NA,NA,6121.336872681234,NA,6551.093936309561,5482.949752816704,NA,13252.170584111855,11874.57044025139,8791.662740771717,NA,9686.768346660238,10703.408103680162,NA,8450.795968976954,7881.347443577803,6605.8493657752215
M254T633_POS,253.9076794434111,632.8018798828125,8872.13693881685,9513.318296176576,NA,NA,9950.754642573766,10071.610685641814,12494.381073371453,NA,11835.491091928609,7338.0840380196705,NA,7592.7532196460415,7755.169258065025,NA,8693.449844731114,5825.300350192603,8835.933613786025,NA,9041.414582432966,10774.227905274933,7875.730197024497,6303.234262448956,5212.824971816946,NA,NA,9745.806178213421,8330.247902911962,NA,9208.90617371997,8157.359986131541,7241.780233419503,11807.57968135827,11790.812988347921,6532.1118879312335,NA,8263.00118535672
M254T506_POS,254.24654135766343,505.89710998535156,77200.58544527493,60076.42716643893,48396.21401716859,54763.942274823865,45423.63343516571,52938.08476388784,70380.93677427318,63258.53682284792,57973.3194327456,63448.53258000153,62985.887364030954,63662.64754682584,52237.173849995175,41519.135407023176,69174.71833221546,65710.8781816666,63917.47624280875,81422.37485247148,96920.11413666661,79641.98563276023,58842.68036141051,33392.18106931009,29721.49173202781,52626.19000294213,55726.92061748338,74244.40956099499,64923.98768925299,55367.258106176894,49216.5191607195,37013.8528427882,49764.328378598715,73422.36174828467,60591.60520651158,50768.00197593027,46125.55160541847,55979.94770261811
M255T632_POS,254.91316524212954,632.33099365234375,NA,7927.679265306921,NA,5752.268031607043,6305.5344728270375,NA,8664.965991963774,7058.605640613648,7964.685447733171,NA,6680.0292949271425,8682.712635007507,NA,NA,NA,9468.531584487258,10648.28612620109,11376.872752222775,10736.143268244767,10119.806605181193,6732.692834702217,NA,4595.23916959721,NA,7617.710609426099,7098.842849701673,7034.715634197784,NA,NA,5085.732233384883,NA,5184.997619626018,8354.495887803589,NA,NA,6127.819024299027
M255T50_POS,255.11634259410886,49.85422134399414,8658.260433861049,7764.833532653446,5369.008076874438,5652.208965867969,NA,NA,NA,6186.44796687581,NA,NA,7484.720566181918,NA,7299.795200238003,4552.995773626247,NA,NA,NA,NA,NA,6704.739534220556,NA,NA,NA,NA,NA,4579.720767808847,5217.283317453371,7524.640926530135,NA,NA,6155.866601189709,7043.70910503615,NA,NA,6493.863519669656,6040.667771108704
M255T161_POS,255.11133762608418,160.84061431884766,22044.265302362182,33723.81275412444,18570.06997636298,8647.187037272532,NA,NA,NA,17431.537166807724,NA,16735.27435305508,14452.741926338334,7544.034339369298,15467.25360727397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7750.032822820044,7608.496284567263,14346.624898871005,15060.470793766255,NA,NA,NA,15341.836830780061
M256T433_POS,256.26142190326846,432.7007751464844,20575.26748227087,20425.363663361586,14476.103589795783,11830.232635562785,NA,12834.26826706249,18238.69468683304,18544.70246181776,19840.963134704045,12941.918696105278,15370.51481197998,18892.113221680003,12286.293792731645,16219.306118261937,19850.999527876887,21610.649269843707,21085.874195661287,18574.160513106122,21883.1902096347,15436.901937350212,18901.43135204336,147176.9751438041,23104.966997488806,13279.714730402102,17782.76251982046,18238.581618073742,NA,NA,18094.05345398189,NA,16944.701557165787,17448.47050417384,18101.618742908446,19109.50035237523,NA,15332.710753025882
M257T190_POS,257.09365817994956,190.166748046875,NA,7831.068206829916,7221.518695019469,NA,NA,NA,NA,6177.883687002364,NA,NA,3249.006698626158,NA,NA,NA,NA,NA,NA,NA,NA,8591.443397021023,NA,NA,NA,NA,NA,6422.6932453813115,5709.864224237253,4736.681587108514,4058.9876961928585,NA,8271.033886875584,5027.612615731207,NA,7109.129759970218,NA,NA
M258T115_POS,258.06533093026565,114.51346588134766,NA,25790.24820960156,19853.212554180813,24148.193935493076,NA,NA,NA,25112.143842052577,NA,NA,23425.015409034484,NA,NA,NA,NA,NA,NA,NA,NA,28641.045672993863,40057.40850995196,NA,6397.113822708183,36985.554972008234,38948.15161917054,NA,NA,NA,23224.629762737695,NA,23851.573895597725,19812.48479455766,NA,20655.06711151745,NA,NA
M258T114_POS,258.08654903388236,114.47215270996094,25940.22258872045,NA,NA,NA,NA,NA,NA,NA,NA,25116.135971206702,NA,22890.500358706668,NA,22393.407710521038,NA,NA,NA,NA,NA,NA,NA,42787.53880981544,NA,NA,NA,24222.3159378453,24651.532050797698,24220.775588550172,NA,24270.43753628292,NA,NA,NA,NA,23994.104227516247,24781.63346251888
M258T53_POS,258.1549224957423,52.744638442993164,2232597.4378083516,1613344.408654561,1385703.5867984546,NA,NA,35487.941871918476,86824.09172403229,962190.5292240492,NA,810985.8641252416,1190782.6582667152,375843.6791463911,746424.7034955717,527280.5666738194,NA,173586.66940200434,62150.47490704009,NA,NA,1031610.15479481,NA,442080.6321337426,NA,1133442.732669749,1134361.920862966,707749.7715513479,657924.2817046307,905911.3569364628,623561.6149277164,858124.1968778367,951022.5199030419,1142645.8330452829,22589.327151828624,NA,1040635.9474157123,1020834.6778108192
M260T376_POS,259.64811007796305,376.4986572265625,NA,5543.212534163608,NA,NA,NA,NA,NA,4481.455407899121,NA,NA,NA,2988.4446251445725,NA,1845.0662367862715,NA,3162.2247024653907,NA,NA,3262.9978377774637,NA,1593.9299583558095,NA,NA,NA,NA,NA,NA,NA,NA,NA,3817.452970497514,4394.782423575601,NA,3244.6151469298597,NA,3422.2617054103985
M260T229_POS,259.9668414175598,229.2266082763672,NA,6327.37811253834,NA,NA,4990.781143152262,5345.795860331755,5840.467298597001,NA,5146.479113651262,NA,4876.488862805275,NA,NA,4914.073574078547,10524.00238034216,10301.966849307468,11202.818140952784,11557.019279543154,11004.73850724056,5412.372264845304,NA,NA,NA,6209.587942454307,5366.90264264041,5388.188925906268,NA,6382.513176294807,6688.817484266508,NA,NA,4846.800773611375,NA,7716.8990667101725,NA,NA
M260T175_POS,260.06324845836315,175.4488067626953,NA,9932.898998248,NA,NA,NA,NA,NA,5031.710180769694,NA,4709.062979770755,4913.756938236861,NA,NA,NA,NA,NA,NA,NA,NA,5080.314492370786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4830.519489178865,4828.27222565537,NA,4412.433013922433,4386.806934745159,NA
M260T319_POS,260.09431664696825,319.3420104980469,NA,282794.15112926246,276058.7490102025,301943.18931947474,NA,NA,NA,231017.4329429449,NA,NA,NA,NA,NA,NA,239791.88224832303,258639.9472453235,235026.67894976877,236051.70917741655,234520.046014756,184313.54245288248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220254.77673600757,219883.9437555236,NA,272567.86405195965,193544.61393334105,196479.68742833307
M260T171_POS,260.182667850945,170.7181854248047,NA,NA,NA,NA,NA,NA,NA,10477.070905780129,NA,9245.239377863138,NA,NA,NA,NA,NA,NA,NA,NA,NA,11836.955701087063,2895.1930971476568,2974.383735694806,NA,NA,NA,NA,NA,9809.929796200204,7714.715498650273,NA,9818.23128179905,10914.69001212997,NA,NA,NA,14494.747826362596
M261T375_POS,260.6559791205593,375.48199462890625,NA,NA,NA,NA,NA,7550.938056987121,NA,6504.321121203414,NA,NA,9242.722946099926,NA,NA,NA,NA,NA,NA,NA,NA,NA,12783.403701731715,212052.96310687985,NA,7792.067037877778,NA,NA,3833.7001037807877,3091.6957824872056,NA,NA,6623.611844720613,NA,6969.369755399829,4666.8904334390045,5497.166741335694,NA
M261T190_POS,261.0205383300781,190.3578338623047,NA,36527.727535219376,33937.903429068836,31758.48292290742,NA,NA,NA,30979.601666946848,NA,24236.14953598225,24009.27569834029,NA,20623.363983267027,NA,NA,3178.893753861114,NA,NA,NA,34364.12387140807,9137.084640552875,11760.102819426664,NA,10715.056831418435,10037.986122355482,27540.786605985504,33056.80788533931,34963.34093241892,29220.50384523172,NA,40270.438790829416,36682.80225043783,NA,33975.083614001356,26430.781307068875,24356.009936129714
M261T319_POS,261.09377147600287,319.1890106201172,NA,36285.21449962304,23020.29008691538,NA,NA,NA,NA,15116.38663533083,NA,NA,NA,NA,NA,NA,27326.994796670584,24929.635981350446,27658.544256608195,NA,NA,23940.24471186661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27991.783770291695,NA,NA,29400.46094510317,NA,25803.79729906044
M261T19_1_POS,261.1098021190191,18.725236892700195,12991432.231651483,12956365.80368239,11456128.998753829,10809225.743983606,3548507.7199406014,4049484.1432926115,3803621.3869193844,12830935.320332207,3447702.485634382,12237824.613327395,11534078.654807646,10805259.546548665,13119241.012884118,13453646.087813469,NA,4440106.19540967,4465855.922817261,NA,4300689.828708638,NA,4648424.588338618,6338128.822312627,2311495.973656876,4529632.527251711,4625607.09890052,9010276.690798363,9431091.46368008,8946715.478261659,8838521.191060217,14068430.380647482,12281827.980656758,NA,3369714.461548488,NA,11733483.382170584,11715278.938855857
M261T40_POS,261.10980224609375,39.52349281311035,3047924.45798409,3115133.5156873567,2385451.8492699005,NA,NA,82297.0840618496,57928.05415458986,1646038.8035409588,NA,2090908.7699228453,1223172.3450364722,1918556.6591053603,NA,NA,NA,81029.03374600016,115411.44825232506,NA,NA,NA,NA,NA,NA,NA,NA,2015118.3589557342,2410792.0992050567,2601010.5219645356,1985995.9933284996,NA,1302243.6985033476,NA,NA,NA,1118901.869226496,1186655.7640931031
M261T128_1_POS,261.13149100023963,127.63262939453125,NA,NA,NA,NA,14403.917871107735,14675.977039806829,NA,NA,NA,NA,NA,NA,NA,NA,20102.98029501713,NA,NA,12828.433288549297,18872.492091227396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117418.5905133388,112968.28482644299,12591.89087387438,114718.17932992418,NA,NA
M261T128_2_POS,261.142369451438,128.109619140625,103440.65099410446,63220.41086311699,91952.34642414292,99032.76756340754,NA,NA,NA,60746.28302810603,NA,89925.39396226882,94617.59102325648,NA,67556.21579190894,74692.50383387938,NA,12100.258210869824,3112.85572198667,NA,NA,102028.67757400281,45434.67482932842,45552.286662756276,NA,44845.08570534749,41946.267341843304,97729.34558905508,116601.02661945776,103308.60271345197,83574.26715705456,100785.85171203462,54373.91057376641,54964.62038342134,NA,52068.137531013825,114294.02724282676,120016.63038903291
M261T498_POS,261.1442390992514,498.1946716308594,NA,NA,NA,NA,NA,NA,NA,8724.548307612382,NA,NA,NA,NA,3664.4413288190485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3028.6177449945594,7551.88125614475,7264.380989053629,NA,7929.501075665218,NA,NA
M261T19_2_POS,261.2718505859375,18.855043411254883,495087.6806756081,486611.6062099545,387498.31048338604,374128.67082017835,72555.29486846171,91951.1551795025,85913.90006084988,454456.67227661255,78209.15885383988,445222.7700933415,392871.1421348245,373209.41419873986,383965.073407421,370964.17414421326,NA,106135.47222664808,110435.21105024134,NA,106230.29758653321,NA,138731.39111210714,147147.4697532669,NA,125420.26186180256,134382.71630064602,351281.7524268317,371408.9659921066,346561.52846320585,337686.0737060491,383490.9724710214,433446.27650650823,NA,73898.94760352414,NA,373261.50628615083,382846.6934562728
