variable_id,mz,rt,bl20210902_10,bl20210902_11,bl20210902_13,bl20210902_14,bl20210902_26,bl20210902_27,bl20210902_29,bl20210902_30,bl20210902_31,bl20210902_32,bl20210902_33,bl20210902_34,bl20210902_35,bl20210902_36,bl20210902_4,bl20210902_5,bl20210902_6,bl20210902_7,bl20210902_8,bl20210902_9,bl20210902_15,bl20210902_16,bl20210902_17,bl20210902_18,bl20210902_19,bl20210902_20,bl20210902_22,bl20210902_23,bl20210902_24,bl20210902_25,bl20210902_12,bl20210902_21,bl20210902_28,bl20210902_3,bl20210902_37,bl20210902_38
M86T44_POS,86.0985221862793,44.03080940246582,NA,NA,NA,40102.612533284606,17257.566212737755,21964.57465547113,NA,NA,NA,NA,NA,NA,NA,NA,NA,23585.12136932662,19508.517372554805,NA,NA,49814.503853365735,34291.031447349604,NA,NA,NA,NA,NA,NA,NA,16600.80282625433,NA,NA,51923.644152707595,11979.331795115084,31559.153349451222,20245.050355411884,NA
M90T638_POS,89.506744384765625,637.6756591796875,NA,97680.85210216606,79348.21727546173,NA,NA,NA,109438.27773030255,NA,NA,41059.469839304016,NA,NA,NA,NA,132241.27127960394,NA,130410.92136959506,NA,NA,NA,90691.67777029461,NA,NA,NA,57260.48396700415,NA,NA,NA,NA,NA,67361.39744561863,NA,48357.94719230866,156489.61486783915,NA,34818.53930326896
M91T631_POS,90.50658416748047,631.38739013671875,108213.32940592545,55476.38222567769,35163.17630249607,39164.333656114715,NA,41860.40690259581,55937.15398569035,91617.65108267771,NA,59023.342018058625,90382.78834292763,NA,50213.2870722328,42313.00066475345,57286.096814232136,NA,52367.85463633731,111598.25908931156,NA,96973.00126164258,51302.107970367666,NA,NA,37313.087031260584,54670.408904143485,66843.0198970257,51506.53593068522,47337.270827340886,36535.622581038944,NA,34757.56248403543,45387.58512474197,83757.08511023477,99031.76380170361,NA,48439.25311497888
M91T36_POS,91.06031799316406,36.23920822143555,6744.82229157271,6908.221598788583,NA,5819.966783530984,NA,NA,NA,12166.797551111506,NA,6883.93257682794,6388.2168447301965,NA,NA,5035.621096689707,NA,NA,NA,NA,NA,8776.165409423578,NA,4347.636254956755,NA,NA,NA,5162.055313874732,8483.139657528169,6563.6629628692845,NA,NA,9745.421911560006,NA,NA,10522.737691309401,12838.132410475146,NA
M91T319_POS,91.0525131225586,319.0306091308594,25645.604546163064,NA,25634.37984674343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6203.205499669879,7330.271757258152,NA,5523.990259153388,5626.226929845487,24566.609028322768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18133.883249220315,15988.842177703002,NA,NA,12762.629879603308,15142.511272439244
M92T631_POS,91.50413513183594,631.1648864746094,32176.39648783666,NA,NA,NA,NA,14135.260246646567,NA,26926.887486046307,NA,19814.868363129808,20470.60461424641,11253.118939994878,10932.165018461383,NA,18838.78538141163,NA,NA,22681.85090470289,NA,NA,12499.708983128114,NA,NA,NA,NA,21004.697993380592,12957.204934883272,14994.447164972536,12226.008796762024,NA,NA,12339.580774829315,21376.283966819785,25866.28791037771,NA,11705.445891192361
M95T36_POS,95.05560302734375,36.19436264038086,NA,NA,NA,NA,NA,NA,NA,11512.383249489756,NA,NA,7440.85488246315,NA,11022.159435167083,NA,NA,NA,NA,NA,NA,10019.302409388036,NA,3427.153084878525,NA,NA,NA,NA,NA,5638.134440627111,7486.860251932059,6807.605140856728,7757.5045552041465,11919.531194684616,NA,10888.858553781096,13658.446658326742,11304.173396365577
M97T633_POS,96.96044158935547,632.6460266113281,128248.16066145358,171880.85002925072,172852.0965693999,157289.56653405048,121838.74462039767,NA,195409.16440025356,120945.83653379948,100557.657337464,134450.84685444747,112803.77603546313,NA,151581.59404451697,173328.35513594263,137856.4309258817,NA,113288.1240016888,226992.01952191757,254836.66460911316,202796.29292258443,117545.489466302,NA,NA,90871.20208722874,NA,109773.46732995239,122536.14246388285,102548.202279537,116821.29309875601,NA,188854.4285801201,48835.11381694874,147528.55501705274,215722.30173618445,NA,216667.61168307255
M99T630_POS,98.96150970458984,629.575439453125,NA,83679.5021618677,59993.5125020468,64884.549110565116,66317.49761207978,69238.31310873387,107278.95257121552,NA,104288.92760239511,NA,114675.87289843425,102444.70232358201,NA,59349.13801818202,NA,108378.75415275911,166367.6059804965,187895.004714701,197458.906439628,200972.49665728735,74688.7474024357,25030.911205175948,26182.916026602306,NA,NA,NA,54208.98457385204,NA,NA,62954.78275681063,48684.04008166638,113185.38989009989,105677.95511147939,200742.34315307965,57183.27209469471,35448.51553814289
M101T629_POS,100.95629119873047,629.3650207519531,NA,27174.73728034716,NA,18642.027639442807,NA,23942.348953233733,34238.12871384566,NA,NA,30346.22260538595,38846.820015699355,26061.314849757968,18258.349303034716,14827.373778401652,NA,NA,47700.51657072635,60407.191935534225,61485.0585660087,60703.995681728884,22979.934230208288,6501.010181182232,NA,13539.286108596138,24454.84025316566,34241.530888892,22806.096281061386,18650.77302040197,16891.910136963976,NA,16925.654382022207,NA,38267.380397610184,68374.69489880568,NA,NA
M103T92_POS,103.0540542602539,92.392791748046875,191056.98163441327,241549.9092809182,221411.36455571346,249754.19636267127,18290.681311086282,NA,18124.563026435637,210659.75385197572,12420.451167336492,225537.75702503513,NA,185259.32451871206,298995.58591965475,230325.9063800564,NA,25196.70302868908,25272.613911639062,26892.14750526345,20095.0688744165,162486.8668049175,87262.96347600604,NA,NA,65672.66435650625,103163.08648420917,187185.27716889163,206641.88406916693,241206.50637156866,125821.38943464772,200753.72469096366,NA,211707.4551677732,NA,267470.3258230663,254783.1130550043,222777.95250480095
M103T319_POS,103.0540542602539,319.0306091308594,11144.622072248725,16857.84968086857,14595.600232571656,22060.197466165282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5145.63298906528,NA,7085.5674361910205,NA,NA,19981.10596576713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12627.903027630833,NA,11062.934357160007,12452.466177255392,14359.684467324041
M104T627_POS,103.95552825927734,626.5992431640625,306683.0941021226,444066.427235714,447261.13092782174,437567.6028955985,NA,359555.3583929902,353967.86710326094,331312.9867586463,392456.0798648269,351206.3020871171,355990.894850356,358054.2914583385,389789.43634549144,398991.08734164236,595900.6937956271,462843.6756423182,510764.6188957893,469767.23696760484,456948.73784324527,403115.56293511036,389419.50307857787,317562.0247842668,353874.59936138766,376320.56463263504,335177.69444701023,309791.858884504,359231.594166871,391765.66199626063,376193.41205323045,140979.81846491838,470816.87837341806,263160.2800421487,341238.9304997685,797080.5489306771,341458.276747071,326515.3323558653
M104T22_POS,104.1141586303711,21.883309364318848,NA,21495.83950503511,29601.825841768008,NA,11453.078691397724,9498.694933694804,9466.27478420559,25056.424725848072,NA,NA,26586.293539603408,28180.41063836205,22774.26625734396,20960.41637706355,NA,NA,18349.132741387188,NA,13518.72573307667,30629.832009126127,18051.47932028003,19433.93645437621,5528.5989805964255,NA,14064.463011102369,18816.654964541274,NA,17452.138852377553,19363.897063043398,23240.687652059554,NA,NA,NA,NA,24534.021809519312,NA
M105T319_POS,105.0684814453125,319.0306091308594,74708.0984059728,NA,73153.3310634704,NA,NA,NA,NA,66216.09104076604,NA,NA,NA,NA,NA,NA,30180.020900250835,30238.05848586995,23526.359315953578,25894.45335391207,19476.766502041155,85054.79816455433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58012.1991791416,64633.35108179049,NA,53844.85948812295,55853.01551845901,NA
M106T627_POS,105.95343017578125,626.59991455078125,134432.31578388964,176292.9040139096,175435.09954673937,172281.82136021034,58452.507600865596,135416.0426974174,122849.71332743432,115087.38873269696,77430.91934097001,136252.8554459856,131585.0300583907,97447.28739749388,141961.5381232433,138224.44407134477,228690.02586633488,NA,183463.19854998993,182638.3709825537,173361.9245905264,165383.0867271583,148740.85450319518,114268.19126135578,135571.31827599814,143486.65205121879,123923.86054043808,108458.47199622275,128438.25890257144,147221.57823194165,141996.74679462053,106984.74708523924,186708.59445582778,53056.14180148831,135431.13745954237,318854.7480941049,135276.48766515387,130438.2035561969
M110T15_POS,110.01700592041016,14.73193359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50269.52294832922,50452.918882220176,NA,NA,NA,NA,10752.180765266601,NA,NA,55850.607330180515,49205.21903671942,NA,NA,58542.529715750214,NA,56867.61049693321,56075.74764760885,53240.28466931195,NA,51470.43037630055,NA,48370.43348476021,NA,54088.599339743
M111T631_POS,111.01951599121094,630.75048828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070.539505600233,NA,NA,2828.4357214236875,NA,NA,NA,4137.156924049988,6275.043932570407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4682.859111768265,3224.6013041768615,NA,2158.965311038859
M114T634_POS,113.96472930908203,633.96685791015625,1810448.8716444853,NA,NA,NA,499089.34872451966,501677.2832622689,228240.91496264143,454421.42767938226,NA,NA,624866.3755824962,262056.65302139363,493548.54838037567,NA,1980173.6434432773,1710715.3292904266,NA,NA,NA,NA,228404.88248320305,288232.0731445551,1021072.8641482751,NA,1427204.1793575224,1495739.0272137946,NA,NA,NA,388989.0051615497,NA,NA,454894.76732901257,1895468.4651692896,470003.13236054615,NA
M114T228_POS,114.03682708740234,227.9500503540039,397395.79711699055,333552.0972435763,342962.7929726287,NA,NA,37573.22466121749,36641.24373441303,467725.9887201674,26575.345679232454,154941.39113869195,339558.87106970855,209196.45122677693,NA,124697.7087305317,46644.37276846994,55888.8068188555,69961.69533906944,57276.09741119919,53586.38419134675,463435.312729986,133166.47489473576,197183.25135740792,21163.47060277913,161283.66924718386,107321.4214333003,443393.22988575493,409028.26021776744,448270.32692457346,389093.0757638504,62485.740133333114,459984.39091607655,477766.73861627874,20879.80979927381,460313.41970853216,439307.0323660165,380574.71874018514
M114T184_POS,114.03682708740234,184.49764251708984,106134.82330622953,124865.4131437806,101296.8491698449,105379.68255527392,NA,NA,NA,144791.8020336553,NA,132562.7117807729,NA,111505.36789756795,121743.8777577263,101426.41959739602,NA,NA,NA,NA,NA,NA,NA,NA,NA,51698.35703699995,NA,6815.620929166247,NA,NA,NA,109821.91711309255,134806.67376056683,115269.95540738778,NA,109490.41405431433,135494.77047032016,118719.17470287008
M115T319_POS,115.05305480957031,319.0309600830078,NA,NA,158435.40022350912,102448.38112872394,NA,NA,NA,100042.83392500765,NA,NA,NA,NA,NA,NA,43198.7393458207,43673.997059135436,38810.1712258228,34107.69492513384,31689.89938443633,164471.10705456135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97793.41905940404,99883.96879488407,NA,97836.45899944747,82346.88267817578,83563.74296998448
M115T228_POS,115.03988647460938,227.5318603515625,8867.197161366868,NA,NA,NA,NA,NA,NA,NA,NA,NA,7246.570472778708,NA,NA,3484.096209763246,NA,NA,NA,NA,NA,10022.092915903895,NA,NA,NA,NA,NA,12455.737882190737,10936.402527029131,NA,NA,NA,NA,NA,NA,8885.85305216614,10217.151753922459,8117.803131993299
M115T125_POS,115.05305480957031,125.25379943847656,59116.5168041189,NA,45921.96298785396,43295.173464692634,NA,NA,NA,52257.95255736306,NA,38070.0370600148,NA,31040.40864704013,31987.970634635396,32883.12725069038,NA,NA,NA,NA,NA,62834.79428457316,NA,9498.642679283383,NA,NA,8191.8562911052595,35360.536422922676,42218.765773914834,43800.32038256291,33635.59986526282,32474.055505073964,52237.12945079535,53686.81221530614,NA,47748.196199430764,39025.115243790635,42164.2283945881
M116T631_POS,115.96357727050781,631.247314453125,23237.840121462203,14865.612216018251,NA,11554.468746202761,NA,16636.732886373615,13095.464908118951,18083.77679437537,10484.223833095859,13382.335310058706,NA,12140.888853878861,12749.575006478688,NA,12686.5409316606,NA,13494.551780882783,16426.075180044925,NA,17829.72902634883,13405.320167597816,NA,NA,NA,NA,14030.440750063228,12844.94944261901,NA,NA,9113.525729571427,9015.923110957092,NA,15832.521870864886,18332.214926493914,11668.525632173556,11061.678810153146
M116T195_POS,116.06938171386719,195.46053314208984,NA,11511.431320253354,7589.74398895955,NA,NA,NA,NA,NA,NA,10051.440968598685,6220.33833705616,NA,6682.66015113597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6969.6129760236045,7008.447473903574,8731.340354694104,5717.671060544389,NA,8557.485122646738,7315.810527218612,NA,6608.653529832708,8436.926702456281,7598.007242942126
M117T125_POS,117.05696105957031,125.23262023925781,73943.12726477323,81751.21994946856,69620.38767793003,64028.849968750306,NA,NA,NA,74712.68056425532,NA,55532.72575363122,52259.544935064056,45252.19620677035,57215.26325787139,32035.364863571882,NA,NA,NA,NA,2552.745952609914,88581.4920964312,12514.608032044425,NA,NA,NA,12366.19225070432,50553.94004157542,56378.957204900726,29982.58102418724,48938.61566943082,46438.67925907568,72050.41887882276,77761.97799171944,NA,61632.24874784664,64421.15630132097,65107.29927076674
M117T319_POS,117.07024383544922,319.0269470214844,163865.29937500093,108594.8248659721,NA,163898.46003708427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60771.65306640705,60623.88501907304,NA,59094.968023116766,55737.05152870069,167620.3239134247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115894.27124853744,NA,76667.54729234132,84473.2309651229,NA
M118T126_POS,118.06428527832031,125.5469741821289,498621.74115855084,498897.5210254557,428023.6096535472,366023.2516874601,NA,18556.640286273996,15837.393416961348,485334.1138441075,NA,380732.3106975424,385171.44531568483,324922.2425486175,392424.90954994183,178785.2592142406,NA,NA,NA,23007.141170613235,21591.45379773428,523297.5822935114,27617.414024208105,95363.57679477797,8276.802581003783,86952.16539650754,73450.36452858383,152714.6759203686,395568.09165017004,364565.3214624567,347305.0053867003,226467.58054301547,450172.43941659905,486977.04690782004,10181.649071471,436086.8892655797,346788.5430113763,428312.515604188
M118T92_POS,118.07318115234375,91.5490493774414,47808.370059712084,39577.70705867415,38811.073152770026,NA,NA,NA,NA,NA,NA,30748.792106562436,40559.37833204899,NA,NA,35000.71978408914,NA,NA,NA,NA,NA,NA,NA,11393.350219731223,NA,NA,12178.329752856578,NA,31238.16682485053,NA,29153.705815723468,38167.309069355,NA,NA,NA,38541.331454502186,43533.152994604134,40126.53037029603
M118T319_POS,118.06651306152344,319.0360107421875,90566.12133177217,NA,NA,64454.94030511576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38540.09227776562,39008.20196554549,NA,47754.612198556104,46165.08871081181,50988.07655184155
M118T37_POS,118.07318115234375,36.63433074951172,NA,NA,NA,NA,NA,NA,NA,5298.268086418906,NA,NA,NA,NA,5803.725335092173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279.587053500465,4256.032226775732,NA,NA,4963.886220885268,NA,NA,NA,7149.833196338998,7894.268536784495
M119T37_POS,119.05806732177734,36.803443908691406,107830.1515873616,125784.89219998145,102714.36740847565,117978.31231753221,NA,19178.13329991494,10946.215798864776,174393.38200202002,NA,147059.41231594214,141632.40551978693,137024.06745836497,166201.4610988616,160194.7653524868,29902.90395674688,NA,NA,NA,33954.12511077018,134804.5269826807,70271.0669160663,57612.82889194681,7905.622555027557,47937.65493620304,57681.7026315603,126523.54944313511,135272.1537816264,142554.91440133273,131643.92890951995,123748.00097830943,150361.97473838454,133049.570070877,10359.86539196082,145553.73150144817,165724.93367984224,184155.34170488713
M119T91_POS,119.08039855957031,91.34193420410156,12312.176294760966,11535.617144140751,NA,NA,NA,NA,NA,NA,NA,12911.945028285749,12995.878804453196,11590.443644225827,NA,10678.592871626974,NA,NA,NA,NA,NA,NA,NA,3877.32450845694,NA,NA,NA,12386.171770476443,NA,14654.719040703772,NA,12125.051136106234,NA,NA,NA,8746.184851568541,14538.7837223114,13960.688160219908
M119T125_POS,119.07593536376953,125.22501373291016,22224.557542731927,NA,NA,17648.988139661076,NA,NA,NA,NA,NA,NA,NA,13514.0194702345,14717.172791462057,15179.57888886422,NA,NA,NA,NA,NA,24879.465669987905,NA,NA,NA,NA,NA,13882.448739962356,NA,17847.2456645411,NA,NA,19509.705930045613,NA,NA,20101.751782498966,16859.95667672941,18028.3705167014
M119T319_POS,119.0848617553711,318.71649169921875,934612.3510242952,478476.7864193129,995157.8470015211,838458.1684396027,NA,9438.279571584852,9267.950777080281,741224.3764841587,31402.258889574754,NA,NA,NA,NA,NA,369647.1807240662,364316.55727558996,339596.30136804975,304068.54446577525,269027.9782234311,1067297.9454486559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707516.9537804968,732283.9548504495,24264.868812499022,625897.4605742915,366457.15783550387,256732.62451040532
M120T92_1_POS,120.08180236816406,92.044921875,8138306.837016398,3891214.6888574823,7911649.781466707,7144625.473025664,868055.4906534813,1016981.1865514521,550085.6636280522,9455383.115463205,631461.7249534961,7818464.247753338,8528039.828777881,7220829.605166852,8530401.510243464,7488083.188828834,1212360.5155092287,1078098.8340155736,1229549.002539896,NA,787597.1091316774,8716245.393019816,3522433.0222170814,3745160.516686849,373251.6219060827,3622371.5856150044,NA,6722850.23263083,7275782.296667401,7353389.333994057,7946460.457618545,6708072.56851143,8299763.36463193,8952520.962170135,580385.6021003353,7397393.253460946,7971850.87324832,7820988.999339733
M120T92_2_POS,120.19058227539062,92.49591827392578,NA,196564.67519924144,267309.7166586775,NA,NA,NA,NA,325597.08704510116,NA,192599.4482275092,290241.83800478047,100841.95541396503,261762.09447758933,200728.15396195315,8936.119089355316,8765.727564109742,10131.06723489824,8457.679674640483,6023.278539830477,312592.43142152124,96040.32744042162,107280.23608718267,NA,94255.2506859746,89188.2021534652,230144.28935417373,NA,240728.9317334478,256867.04834342783,196309.73296480326,279453.99550602125,240939.56759498388,NA,241035.71935455006,221846.4769805601,NA
M121T92_POS,121.08289337158203,92.40616607666016,452492.1850096971,119514.1195354088,322197.45244565525,364638.82440177375,41690.28257642883,50274.52833882606,35774.961039026355,457581.0727505477,24583.548052005488,426633.44318654155,386502.26085975,391068.5003512425,444602.5645360876,NA,55141.936254165514,50795.94124046896,63754.98781101985,NA,NA,449785.5527610405,150350.89831414088,173493.7004956596,NA,171006.98295377192,154402.67699424294,NA,374706.20656308613,NA,308392.89441390306,337686.0544004224,430605.8442760491,450589.8267283347,22209.64337349841,407561.2323509234,NA,430236.5011790161
M122T579_POS,122.09605407714844,579.3600158691406,1237981.6075109637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833256.3580902859,2874687.7747140406,NA,NA,NA,994778.1915245245
M123T37_POS,123.05213928222656,37.40945816040039,171848.31789676103,155055.6438789051,140691.6593139212,129394.99661496237,18172.27918288919,41877.455086930764,26192.42038916268,128075.48197106401,21138.681153054975,NA,115540.53759315926,166350.17538946422,118597.97369669081,153324.08191035863,46807.001052162355,48829.59625886108,61169.7122065802,55339.35752022124,46823.463119315005,169057.04058169306,NA,104926.99552100146,NA,71318.014562728,71856.30350865885,75920.94946394341,128807.47065946046,NA,140496.11956234818,145184.99431989057,112630.32643144437,199103.7296822228,17232.590660636743,163964.35608677196,164162.21011966307,108917.27841868893
M123T27_POS,123.06349182128906,26.70840072631836,85099.60581616682,77695.91180299953,79895.44826183979,NA,NA,NA,NA,96207.73934389239,NA,75281.38216191651,83664.82420551122,49864.91620392334,51898.559976639546,67490.62642606843,NA,NA,NA,NA,NA,NA,31622.4842025285,32538.806419366505,2905.3213835184024,30469.912053891097,33026.15905880317,57560.82542483718,65414.635218750474,NA,64629.845623708694,75839.2774260284,83507.14854332453,NA,NA,NA,NA,87052.17784075768
M124T31_POS,124.08488464355469,31.388625144958496,6927.509518788061,NA,NA,6891.43383232815,NA,NA,NA,NA,NA,5687.933556206961,NA,3868.5608744569495,NA,4641.947454186303,NA,NA,NA,NA,NA,7617.860319062495,NA,NA,NA,NA,NA,NA,6377.2449195539175,5789.078156357554,NA,6610.518805770775,NA,9260.466235078346,NA,7392.114621573412,NA,6792.310405388912
M125T631_POS,124.95490264892578,631.0840148925781,18881.733704290702,12252.624918199537,NA,11889.32366512577,NA,9830.211889345215,NA,NA,NA,NA,11166.22898394296,NA,NA,NA,13263.244998619233,15876.165138290873,NA,NA,NA,NA,8459.639104171878,NA,NA,6755.285453768055,11389.448216708419,11767.541343302986,NA,NA,NA,NA,7940.105094955363,NA,11935.848884532686,22306.18244588719,9514.432945334655,6569.716940488044
M127T118_POS,127.03943634033203,117.6136360168457,87432.56296287835,87047.60686645737,NA,72745.9542509003,NA,NA,NA,114978.62471548865,NA,89581.3250850603,60981.19992436348,64448.763938141274,67049.1840245261,70424.14183031525,NA,NA,NA,NA,NA,48302.93687436589,NA,NA,NA,8535.442653723701,10449.974465074061,81604.80989705259,61102.32948514981,78067.37935820234,55054.537335314846,85367.49072413919,89289.77762254802,83256.63032308147,NA,95428.10796335735,NA,116867.09269300665
M128T184_POS,128.0528564453125,184.40665435791016,90603.50187931224,91930.7749058404,65765.90172541,68897.70104608119,NA,NA,NA,71096.64304646761,NA,NA,NA,68057.64684658415,69284.00426847504,78635.76771154183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34916.015846541675,NA,NA,NA,78037.57090838221,80132.44441073839,NA,61229.85713343385,NA,79348.12742885786,75652.72601616965,NA
M128T625_POS,128.140869140625,624.7451171875,NA,NA,2062.5538620577977,NA,NA,NA,4491.5319605774275,4674.691866715646,6726.478823455165,NA,5556.700637777062,NA,5813.067036888558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3938.923375768566,3031.7564926313366,3467.7001953399877,3628.4516205568175,NA,NA,NA,4307.078145666324,NA,NA,4625.681054609174,4068.091073707676
M129T634_POS,128.95059204101562,633.58892822265625,1721209.0185135743,1786210.7916841586,499953.2733925539,1666523.2320794845,NA,885349.9519428454,1969478.6873074546,NA,882701.626963054,1027053.6834361948,1665257.30117176,NA,738384.3611225329,420144.71437229397,1788654.2025393748,NA,NA,2491635.998487683,2051233.2727554967,NA,1491272.1447175299,NA,NA,1301278.1444089399,1229770.2615643186,NA,894000.3486601145,1232589.497317424,1564830.6685550353,460455.9952112599,1425310.1229797527,NA,1812074.0090138083,1943493.5646687443,NA,827600.1053824101
M129T8_POS,128.9598846435547,8.301923751831055,NA,NA,29944.079233558496,62974.64318267848,17099.74241495804,30813.664296233903,20193.17895422393,36910.797802295165,33526.67162144787,22013.455440514666,25009.262143225515,22945.093414292656,NA,30440.206929945358,73947.1768797209,56837.8436693369,NA,39628.37757459202,NA,45523.38747433472,NA,30467.347974913308,26414.134708035723,NA,26320.129373303695,30067.095490476662,NA,21076.591584908965,46176.86908458818,NA,27758.686661582477,NA,NA,NA,NA,23968.73438889387
M130T115_POS,129.53451538085938,114.66661071777344,NA,NA,9879.397361296127,9282.022898940273,NA,NA,NA,NA,NA,NA,9645.00536325043,NA,10330.553808627972,10479.15787096582,NA,NA,NA,NA,NA,NA,13677.351729894199,14141.255696603632,5310.737096572802,NA,NA,NA,9371.012244241236,NA,10002.598351166505,NA,NA,9793.578311110012,NA,NA,9689.185242670148,NA
M130T32_POS,130.05908203125,32.47715187072754,41959.55292827029,42801.49767002837,37840.73925413703,27658.82169775479,39279.027560239716,76154.38389716248,75345.5764194441,67235.89134897545,54092.92990506429,42481.81943503616,36982.519498686386,44732.93853915111,53237.23455765729,42800.70350404052,83740.5600548058,88024.21660105693,89169.59681332111,77329.06956178974,68300.38314079856,47923.11912201694,56707.30860196787,60019.97656549473,34071.576097823156,50393.96865741725,47608.284889449365,41349.51683512259,41363.709627241966,38902.22483960808,37991.95236907124,42380.76544548472,56202.8276938372,NA,59454.33776386639,NA,53950.94585644025,59374.17279993332
M130T134_POS,130.05908203125,134.4386215209961,31470.137615117175,32323.123248966855,28245.69196776029,27320.947478183127,NA,NA,NA,33325.7414400017,NA,26993.75992868048,NA,25855.297128270653,28248.356652182018,30591.744680038722,NA,NA,NA,3944.8195307438878,NA,31718.929616489557,15702.956190840121,16627.61669995336,NA,NA,9246.051296824478,28355.10338125984,NA,31917.407152018957,28628.486538029305,27431.689903409224,30925.824025300062,28966.416491126325,NA,29392.286552215923,29093.780316370194,30278.20353401022
M131T635_POS,130.96615600585938,634.5510559082031,800252.0766449397,764319.6686739717,784827.0954914076,776335.5893822695,883025.1206405513,761798.8793663465,1094268.1176764162,798195.5907677688,787692.3405830892,933343.0295592176,932182.7457616865,890912.5191648869,764089.088481042,933578.2901224607,771087.3983567203,770502.3086851204,1007727.6291222656,1049663.5301474961,1105820.2619308098,983197.1057351298,722903.5122230462,429309.7150397915,262590.4818160802,580815.0807679496,571669.3621693515,698683.0580417684,798810.732422718,751128.5259498386,753828.5225062667,NA,689541.7450825718,NA,974977.6943755915,744731.9733438648,789500.6770037839,880876.5738607654
M132T125_POS,132.07974243164062,125.23111343383789,79231.87329732609,81005.89119203336,63697.08797435041,NA,NA,NA,NA,NA,NA,58859.759273027026,66767.86140736162,58749.04593690543,NA,66061.04020642983,NA,NA,NA,5816.294185996807,NA,79135.98510574525,NA,23915.768424408874,NA,NA,NA,60548.04113039689,NA,67720.12752569997,53715.70957566998,55053.93570918,63214.0548754756,70843.90362726072,NA,NA,67200.32091119865,66168.7605503821
M132T44_POS,132.1114959716797,44.24676322937012,135292.62397749466,115655.1229810949,123855.64797757792,142488.213231496,78346.58304862767,99680.76188880668,87934.54416213729,167369.57057535177,64688.5256550233,183690.26101051643,131661.9006564888,169613.48038700433,238860.50416224482,179841.20844094263,85199.24452550917,62477.24518544268,84495.05601876139,89134.32972451592,78283.65692151639,201187.2467579212,110549.98382847988,142035.4279589083,45061.0425190304,86923.88526869466,88720.14866977854,145955.6611208265,151944.4706124006,139748.82313834777,125160.64355049493,161866.8555643255,140738.8393265824,NA,71210.39556919207,NA,168887.12692861303,147063.7241934044
M133T255_POS,133.10004425048828,255.27423858642578,80895.3621601712,66108.23424670621,57495.918416683155,63815.50062619388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4493.5718445927505,NA,4454.8298836098265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24826.58900945327,25107.961578186954,NA,11015.524151538591,NA,13626.398231580668
M134T220_POS,134.01644897460938,220.40667724609375,NA,8735.929084570316,6872.967245588065,NA,NA,NA,NA,19891.703670910054,NA,37649.08052922862,6542.592987596752,33577.883329157114,15257.477872707592,41568.42758165789,NA,NA,NA,NA,NA,6621.149998994725,4391.183938987992,NA,NA,5220.292938260957,NA,NA,10261.371161345842,13396.856436432574,11554.681071992532,12902.309874007897,21020.219732165195,20634.495902246155,NA,14927.65849126117,12523.663444484613,NA
M134T184_POS,134.01644897460938,184.23980712890625,NA,14890.760918633905,10340.383837351043,NA,NA,NA,NA,9249.361775148363,NA,7937.104289978449,7180.492987630268,NA,6955.41451425507,7321.439962395402,NA,NA,NA,NA,NA,7782.02498715305,2227.6351869242217,NA,NA,NA,NA,NA,6135.736041933509,8344.494778669294,5134.75867507472,5374.669097406587,11911.182579659202,8447.921543196055,NA,NA,7143.9170060811575,6921.135767900148
M136T37_POS,136.0854034423828,37.26789855957031,651243.60085921,667166.2639472039,584235.2690870354,331707.0894770014,106464.6288614068,166445.33371881532,92297.92322640821,369046.5767695907,82661.72246716815,674773.7621946229,613960.41375863,680264.1572855453,476693.2158000489,526028.4881668576,230598.22094294816,192012.2285388074,238312.86027244548,222196.97395934313,208562.51698779556,405017.5637896133,327732.46584584384,458375.78951520554,31701.926990829958,316551.6067510126,346171.5143826134,636094.6656234239,473474.82970935194,524757.493958775,551840.6394449441,628135.9475614975,532812.423234627,671439.3922078003,72363.4761633622,522486.8767413272,417914.717138823,507200.36670216586
