variable_id,mz,rt,X20210902_neg04,X20210902_neg05,X20210902_neg06,X20210902_neg07,X20210902_neg08,X20210902_neg09,X20210902_neg10,X20210902_neg11,X20210902_neg13,X20210902_neg14,X20210902_neg26,X20210902_neg27,X20210902_neg28,X20210902_neg29,X20210902_neg31,X20210902_neg32,X20210902_neg33,X20210902_neg34,X20210902_neg35,X20210902_neg36,X20210902_neg15,X20210902_neg16,X20210902_neg17,X20210902_neg18,X20210902_neg19,X20210902_neg20,X20210902_neg22,X20210902_neg23,X20210902_neg24,X20210902_neg25,X20210902_neg03,X20210902_neg12,X20210902_neg21,X20210902_neg30,X20210902_neg37,X20210902_neg38
M566T182_NEG,566.0655181378888,182.29000568388,39023.932115874384,36536.08733214823,20511.563622218346,23677.933333494268,17224.906956821796,38123.29222432867,26553.982146882507,22275.396058593193,30697.844034702273,32222.505526783116,24767.553364510695,27534.96665943055,12422.077951905287,17079.8469114302,13087.730412471847,30258.856333614396,25393.753629910738,36814.37468195434,19115.515334694344,29701.554890956195,29434.983421188674,26546.67040540435,3202.955267845309,30927.366546439174,29254.17531117227,26981.756526272537,30882.9655838139,28285.515747054713,29693.151355475893,33946.8687369872,46190.51878529554,27718.068936913547,23438.49441087389,25457.754514161912,19684.515222277423,19915.00903062948
M566T219_NEG,566.0657368727749,219.14600372316002,NA,NA,NA,NA,NA,8050.995593779216,10701.17516034847,10795.272513074244,10787.997566282114,9645.681209534272,NA,NA,NA,NA,NA,13437.47164600846,NA,9855.718787090156,11687.9433381018,11649.545719438143,NA,5037.748947151904,NA,6817.1457185184645,NA,14854.308492165354,42094.42527481803,16223.188883595029,17629.322528849294,17708.87858568704,20502.359635558045,13832.719144757322,12418.523721656311,10750.378638712267,9919.761907208915,11819.669463815837
M566T255_NEG,566.0750064214137,255.37399291992,NA,NA,NA,NA,NA,23215.230153791872,29388.880582718528,49778.90754726857,17837.241497099694,16316.56111216302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6372.575987257936,4725.626765989788,NA,NA,NA,3796.8278053874255
M566T320_NEG,566.1994671512476,319.969997406,4620.722182389051,3758.9744453358817,3037.1012878584165,2507.5888723449334,2974.4312186013954,9778.965417430949,8556.281585647066,6768.571279713394,13146.806000720348,14162.351058393884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12775.637065671152,7845.389413799506,6721.541403290936,11370.476512659076,12308.047052093449
M566T106_NEG,566.2235880008234,105.67500114438,NA,NA,NA,NA,NA,NA,NA,11015.407865968566,8207.023111581431,NA,NA,NA,NA,NA,NA,9601.496520556726,10360.736204661735,NA,9964.395711184427,6186.2789917094715,2160.951588435406,NA,NA,NA,NA,5353.275955750038,NA,6884.096828223462,5966.996796391183,6366.109054902837,12896.675033590687,9727.76336671534,6056.040603114748,8551.683761464192,9341.62421740366,9371.854247996169
M566T275_NEG,566.2776995808131,274.62401390075996,4625.072383866226,4238.730586050293,NA,3372.866844454109,NA,25956.571902769552,33352.16086610699,36023.68580806996,22756.176371378002,19269.843965999742,NA,NA,NA,1652.9504442149223,NA,16212.060184488206,23449.08088550891,15910.415310161925,30874.85381613081,17233.356932527833,7238.099358555841,NA,NA,7096.686534885655,7635.048229300623,21029.94138232089,28833.46986184836,23275.34974877248,25016.04001845159,20520.437107097932,40900.92053400667,28972.2080874047,28029.6781690471,36642.154734698626,31269.664230342376,30162.10057949127
M566T375_NEG,566.3465576171875,374.81901168822003,3075190.5201185383,2770451.5245395037,2518735.2820127816,2240073.0774276704,3212711.476979596,2194362.7394303055,4467702.975864143,6058495.127276568,2579572.7968110074,1860412.9931869942,299509.7508827192,305843.51621645474,383087.5296327745,293238.5790603138,479596.41824265843,352830.93239679845,655083.2310724856,1080582.1588135543,2644879.897241985,428942.8923119596,6491059.650248691,1029297.512105099,43628.4094751959,2875268.078763837,2704565.6179066515,676308.2639697528,1089825.9131902542,1999351.400103354,996247.9049042842,827172.9401913229,4763182.02807802,3625057.9149337015,3578976.1207396053,3858522.646658199,3426903.0299915303,3360174.3521316973
M566T330_NEG,566.3803922839971,330.34601211546004,NA,NA,NA,NA,NA,NA,NA,1997.7694094207254,NA,NA,NA,NA,NA,NA,NA,2643.2727449840995,NA,1895.778592438446,NA,NA,NA,NA,NA,NA,NA,2280.524826027706,NA,NA,NA,NA,3201.824673727655,3055.060839999823,2371.727060906407,NA,NA,NA
M567T375_1_NEG,566.5869028761526,374.81901168822003,64098.73909000253,57135.06238828435,52491.591271990204,38287.43968634027,77933.6113894962,33705.46152218502,108164.00984715106,155943.85797452094,39085.31653903468,17902.293279903504,NA,NA,NA,NA,NA,NA,NA,3399.7551419447186,44360.13752110873,NA,132136.6551822475,NA,NA,25103.874382156417,20711.270790112165,NA,3831.090822926749,22406.733978891396,NA,NA,113113.18769732198,72776.47829307147,69684.39128348502,81245.46782998675,69131.43609806325,63558.51153840638
M567T192_NEG,566.9603713713145,191.56549930571998,9016.303045771892,9672.886119544995,NA,8784.963616879799,7868.38932419011,6951.85166664712,6116.352539074578,NA,NA,5930.207504304876,6271.9790239215035,7139.7757768991005,5144.033961267482,5923.389492038334,7021.569246061895,NA,NA,NA,NA,11285.493425767592,8890.033467541956,NA,NA,NA,8531.513149748274,9294.59889983299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M567T19_NEG,567.0434198361129,18.68499934674,NA,NA,NA,NA,NA,8575.967999539298,15527.899508770965,10458.627936351402,NA,NA,NA,NA,NA,NA,NA,8611.842561265894,12652.965527902827,NA,NA,8728.68602440353,NA,NA,NA,NA,NA,NA,2578.2698152274543,NA,NA,NA,NA,6154.393069974978,NA,7138.76543862796,5290.149784862533,NA
M567T182_NEG,567.0705675681329,182.29000568388,11349.849610510804,10812.226815960124,6025.613021850218,7726.4994893006915,4698.555968805266,9854.416136706008,6011.042766555427,5501.294512021832,8626.239720595997,NA,5946.68674468961,NA,3347.585652655263,NA,NA,8425.018539657385,6146.926631918727,10011.38433735419,5498.389687249474,7860.6121587581765,8032.749973545144,NA,NA,NA,8500.294386161297,7498.509001440187,8056.746170039502,NA,7674.469470959697,9272.217403664343,12203.850045209154,6861.194586737676,6631.521570673689,6075.807693478095,NA,5110.94292641461
M567T209_NEG,567.1570645448145,208.69999408722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5789.940240746584,NA,7860.807051661808,3977.4670099809355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656.8880590012645,2709.5175039809305,2504.7495438533097,NA,2839.42789076196,NA
M567T114_NEG,567.2167205567357,114.4779968262,NA,NA,NA,NA,NA,NA,21540.204246511577,17752.69653323255,16191.74605489505,13407.26569400709,NA,NA,NA,NA,NA,11704.196542609292,16931.401958026076,4718.497671415628,12084.886461623297,7350.68708619767,NA,NA,NA,9274.151450470808,10728.906691093478,NA,8341.452419397825,10838.624140198475,9552.017707026253,9928.272583142083,18468.523748111227,12689.801467964873,11856.841449754795,14204.364309357485,12375.75006109564,12589.689989196608
M567T275_NEG,567.2807703016124,274.62498664854,NA,NA,NA,NA,NA,5407.989570578435,7911.723902531692,7110.523935569108,5587.367377876577,5300.549547683933,NA,NA,NA,NA,NA,4931.946712768425,5401.881040824183,3962.2354316734113,6521.670379642406,4014.738273622904,2096.8087964977894,NA,NA,NA,NA,NA,6412.801347253156,NA,4906.844613197258,4528.781026528835,9087.005778245031,7472.500615847261,NA,NA,8455.561874253637,8324.057066366166
M567T375_2_NEG,567.3502892169216,374.81901168822003,641122.274166284,597676.6958701782,559818.8247932105,495285.42483649316,728624.0264047926,462790.3839753472,926093.3564713937,1248630.0868307694,492866.1011418032,349340.47949302144,56906.55906016012,58047.06179366458,75523.64603904333,56643.94233712982,93156.03596373304,69968.20520846476,131750.72240434264,203381.71785136947,543664.6959408954,81440.93551649213,1255196.570678601,198065.57590590982,6802.037925757437,530647.3045256836,502040.6384507607,135137.36534917794,203543.63583355868,376997.2180874326,197573.92292937415,160115.97458167668,941229.6953379088,720251.2986142501,697758.3879114426,785790.0313389117,703494.27930971,689411.7664238123
M568T633_NEG,567.6381992245008,632.80652046204,7582.585144013816,NA,NA,4419.129323945635,NA,7850.9851813584155,7650.251952070317,NA,NA,8055.116271986033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013.0294690988285,NA,NA,NA,7097.373503121108,NA,NA,NA,4799.499937680069,NA,NA,3406.396961214143,5662.648105603763
M568T176_NEG,568.0497081475228,175.61499595644,3813.335341014952,NA,NA,NA,NA,3675.6582670142234,5503.132593990787,10381.195818881291,4923.379340213518,NA,NA,NA,NA,NA,NA,3642.520597210457,3218.8292928837027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.7346091388363,NA,NA,5927.382401669718,NA,4074.0791866127984,NA,3779.084625264798,NA
M568T162_NEG,568.0882370236527,161.78199291228,NA,NA,NA,NA,NA,NA,4276.274984289842,6785.11638639249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6243.293712237261,4351.526115155004,4762.399129027022,NA,NA,NA
M568T254_NEG,568.296087205286,254.48049545289,NA,NA,NA,NA,NA,4238.582725527351,5200.550171780687,4460.758581142103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3845.931213692606,2629.2985398460364,NA,NA,NA,NA,NA,3542.981183045353,4060.484991073218,NA,NA,NA,6178.897682145144,NA,5201.795991600629,NA,NA,4114.5577239986515
M568T207_NEG,568.336031101238,207.12800502780001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6429.788658095434,8395.1591237868015,NA,6867.139497743921,5869.986325343623,10666.01047521693,14111.235112406783,9244.296210653507,10715.371231001349,13024.079100311637,5574.667854352075,4007.171706607357,4782.019729640426,3929.682090780758,NA,NA
M568T375_NEG,568.3513970039414,374.82001304628,87702.18258823856,78357.78780005936,71293.73612850039,63323.98601212958,NA,57909.04014901074,119374.83432255391,156238.60427068698,67506.44559577464,45005.08958185581,NA,NA,NA,NA,NA,NA,NA,NA,60119.84107974695,NA,NA,23123.572025312547,NA,NA,NA,15049.103553205738,NA,45367.81067846442,NA,NA,124362.70400496195,94986.835856865815,NA,NA,NA,NA
M568T408_1_NEG,568.3610557638189,407.5879955292,8631755.15705453,11476961.365500676,10613599.413695056,7502079.812840652,6622293.365052827,3624718.251850199,7307979.244835002,10785630.884795183,3791701.9414101704,2337503.5774424463,1139172.7759786856,1506998.9543133725,913067.9067656521,1172877.6824760416,1775545.6792869505,767436.7546800355,2356638.8881876394,5892630.8844994195,6258335.143858454,915177.9270740037,45937895.64679925,25956982.425406337,272735.9346538086,35897678.8785058,41854039.470904976,2187591.073142476,3791359.8805895145,5296661.998383402,3354223.9966136143,3024650.2190730935,6068249.969039105,5062375.825160056,5036642.38357785,5762398.901421668,5147179.524979389,5199151.022705893
M568T408_2_NEG,568.4733721901648,407.58949756622997,57981.68763680402,75548.8995241541,48152.40125842501,20501.640736503115,13736.406641112502,NA,20016.516126825558,37579.95609623751,NA,2124.097389228539,NA,NA,NA,NA,NA,NA,NA,7993.1487014967915,7968.077868626166,NA,227219.00049328347,108196.7000547088,NA,194377.5645500769,229523.71330986056,NA,3650.6340584669942,7061.748911380858,2871.245903275131,2408.28851836877,27968.283422715755,8747.207679747744,5861.261029300083,7524.902041269171,5821.145386373918,5127.545021085188
M569T408_1_NEG,568.6033422025848,407.58999824526,321474.1029747494,421231.49465689727,328680.6184102339,212065.05039085392,174063.30514193658,89298.84567265856,229618.6574606657,354785.70302672114,99021.48446504658,44092.722868309225,5773.632812484686,14173.225326406715,NA,6823.359746942851,NA,NA,42964.9224321804,171831.65761077317,173592.5171837842,3487.6714360360415,2089868.7952437627,1078840.5461354349,NA,1953761.8868660475,2361587.987444295,35033.10822286727,95764.7419847629,154561.63338824126,76858.15536443253,67123.1542962021,212821.24370508743,146056.05445283934,138132.25004456047,169886.7418173753,142588.66661575236,137218.920547432
M569T28_NEG,568.7003036532423,28.43100070956,NA,NA,NA,NA,NA,2682.6450266826337,NA,2041.8992857251437,NA,3122.935963529848,NA,NA,NA,NA,NA,NA,NA,4685.986908210952,3457.401426601111,2980.7830657434833,NA,NA,NA,NA,NA,3617.947156602013,3459.5558077112996,4693.015501962041,NA,NA,3924.0888505822886,3717.883841702701,NA,NA,NA,2626.510335463871
M569T408_2_NEG,568.795166015625,407.5889968872,95720.71813992571,131983.1129464714,93399.15357069828,40273.29638299458,24514.68930798862,4346.397457129159,51053.798408137845,99507.40966512584,6020.322704386242,NA,NA,NA,NA,NA,NA,NA,NA,26850.483684629962,26762.618454233165,NA,NA,259407.7492505433,NA,NA,NA,NA,5481.756322061691,19642.75025602978,3265.586211452114,NA,45681.33600641453,18064.6616201396,14051.605024294158,23693.791641063424,15883.142746636006,13631.716566724424
M569T33_NEG,568.8548484652392,33.21900129318,NA,NA,NA,NA,NA,1582.4947321214693,2814.0768909465774,2794.494903527886,2718.2341766243594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3168.2891234451267,3596.210911712286,NA,2253.7657114793947,1925.8354725746626,4673.77344206281,3739.341233973505,NA,3108.1083047277643,NA,NA
M569T176_NEG,569.130030227359,175.61599731444,NA,NA,NA,NA,NA,5228.216017249887,6689.172917105383,8290.322091093178,5152.239396600104,5173.132980374957,NA,NA,NA,NA,NA,NA,NA,3381.6354327157082,4755.603301707689,NA,NA,NA,NA,NA,NA,NA,NA,3061.0651498722677,NA,NA,5664.592952736511,4532.004985867329,NA,5360.179061873053,NA,NA
M569T55_NEG,569.1600981921684,54.5979988575,NA,NA,NA,NA,NA,NA,NA,NA,NA,2487.218065016617,NA,NA,NA,NA,NA,4064.3676115164176,NA,3570.4289265000803,5675.408820147643,NA,NA,NA,NA,NA,NA,4720.340821940493,NA,5707.352784050355,6520.528839968746,6103.592335073795,7991.5119791878715,5351.915893837855,4815.157523817312,NA,4342.6543488243715,4814.653325817938
M569T126_NEG,569.1704582411643,126.18199825284,NA,NA,NA,NA,NA,6385.137562764364,11771.669943392,12017.806205756453,11885.433612175868,NA,NA,NA,NA,NA,NA,9413.140442966585,8420.907623274954,NA,9020.035049931521,5431.02932077775,NA,NA,NA,8312.6433982023,8404.300067428192,NA,8910.144943204663,9386.41275609288,NA,8810.75368329356,12216.944756889183,6929.309347567907,5672.260295758902,11529.058461806033,NA,9623.775405813958
M569T162_NEG,569.1666828671149,162.41000175474002,NA,NA,NA,NA,NA,NA,5131.321708936219,6729.166641239238,4539.141255893102,4177.657155977635,NA,NA,NA,NA,NA,4899.939229848062,3805.644264210709,NA,NA,3746.932233400558,NA,NA,NA,NA,NA,NA,NA,NA,2465.753475016542,NA,5790.61842014502,NA,4182.744582563448,NA,NA,4465.872766309942
M569T318_NEG,569.2435007762281,318.39800834658,33596.31862673421,26456.504665060304,47607.09204934615,28665.080001805487,19286.413229588517,47594.0068328196,34635.666700187656,32529.373339860937,64527.46395655124,85864.19065036938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129366.11068731487,36417.54355806616,18655.748598569928,10740.850640514782,NA,17148.47131733286
M569T375_NEG,569.3550417019766,374.82001304628,9107.237006950812,8620.840892796772,7975.822811610729,6620.179387865035,8824.575143532424,5292.145506292889,13539.419918125985,NA,NA,5336.153930943431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13915.03405716457,9822.94769169665,NA,NA,9639.815010197919,NA
M569T408_3_NEG,569.3657981482304,407.58999824526,2090982.823838733,2813459.732915709,2290777.9670923385,1521150.2086419987,1295935.0081012193,778575.4541113292,1667079.3573658483,2437828.3843467236,828834.534864526,511052.08751614194,230714.60220069025,308717.27159440645,187289.48410015978,245490.08933847726,373318.2413258576,152130.39733911882,489994.26987686247,1271194.6124114143,1303399.49113136,181369.92659339093,12937387.700513927,6346182.508361187,52800.891770560644,11180003.310540248,14224596.723731367,443819.6690428183,823802.9262537686,1169866.766719172,697784.3097780488,635014.0855657966,1461596.5503472115,1122961.6089452086,1099492.0998823685,1251961.1074264508,1093890.376326435,1096819.3277958545
M570T408_1_NEG,569.6106435997951,407.5889968872,19177.618402631007,33221.624746786554,18655.925903248586,5768.8489622342395,3465.316120542685,NA,8136.0359344926665,20428.373678119526,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.0729670520695,4078.1372002030707,NA,266558.93015218165,113510.4850770928,NA,229469.96724666803,292699.44378052827,NA,NA,NA,NA,NA,6814.928314246277,2674.646345736834,NA,3784.561901066158,2832.9196952158186,2367.001707353971
M570T27_NEG,569.7619769561458,26.5440005064,NA,NA,NA,NA,NA,NA,4460.605414740266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5122.771542049748,3596.0336369269394,4088.40741751772,3856.5111417589524
M570T30_NEG,570.022054534792,29.68800008298,NA,NA,NA,NA,NA,15167.464779281843,19679.89345082566,15679.33933562538,19219.329765375645,9992.478298416074,NA,NA,NA,NA,NA,NA,22423.863614284888,NA,12703.94874901454,12265.57320004267,7540.729080833837,NA,NA,9203.179323667156,11794.225897078692,9238.373451315836,7630.524221772017,10670.139381194733,NA,8965.47661357462,21134.830809135234,NA,NA,NA,NA,NA
M570T34_NEG,570.1780769985207,33.53299856184,NA,NA,NA,NA,NA,26958.363132518065,59655.95222821108,46657.8904569271,43216.65047011168,40064.0530785053,NA,NA,NA,NA,NA,27932.981769858736,46158.82512518828,NA,35023.741472846224,18453.775297765056,6393.774298490068,4752.504225354145,NA,NA,10239.145792027364,NA,20559.469700201444,28319.4575130424,16563.831919093565,21545.625935149907,49722.02085666625,41933.16604432832,36830.49467707152,48054.395457670435,46224.0544193365,41763.03905134224
M570T157_NEG,570.1758347728701,157.38199710846,NA,NA,NA,NA,NA,5474.106535525217,12770.197706171908,8231.384384736128,10357.661583115709,8972.349665115064,NA,NA,NA,NA,NA,14715.294804647261,18843.5471726495,7846.950849498383,14401.352012723537,10947.087890912082,6167.491580761861,3537.34932423051,NA,5460.196486462685,NA,9278.564619270064,NA,13567.901543154974,10577.620255888303,NA,19982.276169018078,14432.36387248323,14775.443735724737,NA,14180.217618217293,14445.234593623205
M570T53_NEG,570.1774019947034,53.33999991414,NA,NA,NA,NA,NA,10612.764461688834,14006.523424469406,17479.202446795425,8580.123972177536,NA,NA,NA,NA,NA,NA,13321.677384653753,NA,NA,16144.32957165991,12905.257573187264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16222.730787402159,9593.238537514853,11488.486201105728,10334.090547327518,11313.32439202149,10127.505299986577
M570T408_2_NEG,570.3682129982982,407.59300231932,287070.1034947996,387286.4823580337,287339.6942856875,186973.30645130345,154275.3110072492,96429.47015747552,208964.24919590724,298951.54016141826,101117.72189584274,61753.52980196457,27622.299920029654,34297.86111458188,20699.79666709713,25695.719533012783,37202.714176460824,18182.089652522216,56407.57122948469,153638.77054675962,157735.83426239592,21507.303302267504,1839701.5583681662,886875.2505819986,6752.964820835854,1641641.5928475643,2058031.7505078989,54598.16315657315,97786.78890264616,136378.2748847579,88393.85617706312,74485.47105865488,190313.83996937037,135946.35983709805,127805.8919153239,149238.8110042524,130373.47744174715,126824.93954081411
M571T28_NEG,570.6964863222184,28.27350050211,NA,NA,NA,NA,NA,5430.780640124205,3488.107442203236,4740.543064364069,3594.878275027198,5417.3153390341795,NA,NA,NA,NA,NA,5199.782372159668,NA,NA,NA,NA,NA,NA,NA,NA,NA,5551.997954646046,5544.3013868017815,4547.5839400611185,5080.207594059943,NA,8304.278812408324,6030.830987451515,2942.4703194076155,5735.153120769381,NA,NA
M571T33_1_NEG,570.8518910999852,33.21900129318,NA,NA,NA,NA,NA,2200.6037807396237,3815.937976455392,4607.187269341643,3201.673718900774,NA,NA,NA,NA,NA,NA,3284.32608410771,NA,NA,2551.5454717605057,3365.2777833638856,NA,NA,NA,NA,NA,NA,4896.962169341116,7432.124075871597,5009.481624558653,4622.732422191635,7483.872471090123,7476.565785027391,5598.130994649091,NA,7018.709618736985,NA
M571T19_NEG,570.948343662748,18.683999776860002,6017.630139103447,5731.793522177326,4814.338950804822,4517.883313439738,4453.01434392802,11352.998541435121,8119.5168548307265,7926.554864643537,7063.57553144178,NA,3570.197506229878,3920.883358570944,4345.928815370469,NA,4944.125577792001,9534.18973266902,9291.00214544546,5657.063670157339,6239.990315379123,7342.8509424375125,19291.30830463545,16520.40693906188,9292.713058540374,17481.584822584507,17061.724745746877,NA,6169.8043297156255,5593.216546175155,6909.818503744799,8150.821357244469,11620.191332400864,7513.720293812759,6013.944717057274,8253.336646567383,6382.127141196859,NA
M571T105_NEG,571.1311662805603,105.36000251772,NA,NA,NA,NA,NA,4383.785355619211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16980.42064624005,14624.617340167832,20703.61566850887,16519.14284711658,52479.878438922155,119152.55355192258,NA,131732.62418419108,127656.69342135254,NA,NA,NA,NA,NA,10665.1834135829,8779.825210585841,7694.618728581861,NA,7253.79224455016,6670.251911496627
M571T180_1_NEG,571.1902504103474,180.01699447632,1173746.9678604119,1346956.740897558,577139.3890516558,789317.947614601,540059.0642509015,12555080.838663517,13731418.33607697,13839207.265784753,13200518.643217528,12757532.364620315,1525681.3559789844,1047905.2242410603,573886.6338739179,1062043.9385097402,413194.73267291026,13839142.780860344,16885284.23673727,10022077.729583653,14359988.812882524,11477330.398833284,8554636.508489424,7860293.402106135,482374.7072012316,8220764.304818965,8201317.553195976,14180088.989439085,15661831.407256318,15522985.90779853,14087913.423526708,14205233.290524418,13870059.09913696,13218129.30950438,15175562.159370424,15192653.814969338,13981865.499563303,13728904.527073435
M571T33_2_NEG,571.1805190860282,33.00300121308,NA,NA,NA,NA,NA,5248.445230547437,NA,NA,NA,5489.4426691203225,NA,NA,NA,NA,NA,NA,8314.798238456771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116.646780243929,7221.188331847771,7236.4349488738835,5985.694060272249,NA,6642.324809647679,6767.597552752906
M571T180_2_NEG,571.30279541015625,180.01699447632,NA,NA,NA,NA,NA,136952.7786138004,149818.52472311354,148914.72939354985,128504.92259162203,119363.41565167774,NA,NA,NA,NA,NA,89257.5339767056,118217.85946787779,52623.37274484564,88082.48766425833,53811.734946271194,65143.42030330916,54722.931847271444,NA,59953.201484524405,56092.62824440293,112145.48876190463,NA,126036.2144478423,105737.80166005238,107843.73804305411,244264.12832807927,122538.26979256289,122279.63527288256,117362.44152825624,79309.80705459842,73503.28295239831
M571T408_NEG,571.3711511245886,407.68798828128,31489.47990407684,42559.4529820706,30714.156667883093,19606.543884274644,15749.707629065953,9356.242370595226,23061.813228598003,34816.52656560935,10549.601669376982,6505.7046532331015,4513.475428994644,3257.393387189697,NA,NA,5263.741477821566,NA,6269.0464227574475,16856.62194311447,17969.024350257336,3087.719642616755,203581.8325815248,99042.39260778888,NA,179439.0076282445,219109.62734452632,4517.338596076942,10673.535903283195,14755.216576710312,10461.776572744922,NA,22940.470944599016,15349.608421281013,14643.908658706703,10537.732239913046,15685.576347397684,14611.263902328194
M571T180_3_NEG,571.430485193118,180.01699447632,NA,NA,NA,NA,NA,838584.6074366182,1042387.625696736,1030747.3086463216,895749.6561467584,852192.8789376718,NA,16961.07292718554,NA,17224.94633264182,NA,791105.3786921309,1020628.5747512433,467601.45063397405,872073.8619666933,619525.5101969362,410415.96083638543,327916.41373309813,NA,373596.2113726299,365284.320534626,824524.1066536909,978179.8782559745,956318.659257058,856057.1749809369,836792.3059004167,1113223.399585981,874797.1457758617,907704.0787847926,935634.8347010157,844383.3843244386,836012.7410342272
M572T180_1_NEG,571.6258544921875,180.01699447632,NA,NA,NA,NA,NA,NA,123384.27703701917,326006.30062278843,NA,251711.23062410374,NA,NA,NA,NA,NA,251128.65168581624,NA,171737.7563697207,310360.2347612208,NA,154122.0359512153,118221.0198501211,NA,134971.5277281339,124093.16800720766,NA,351322.2061510722,330315.0019466871,NA,279422.0283638766,373353.5726477427,NA,NA,146278.0575659109,NA,NA
M572T180_2_NEG,571.7392911318119,180.01599311825998,NA,NA,NA,NA,NA,208196.18203778067,249023.94036025013,249287.87215515345,216512.15892672582,208581.9200179658,NA,NA,NA,NA,NA,204148.89962049795,273745.58101086627,98994.65814278602,228431.0859215543,154120.4561362779,80751.72178049621,63983.49995631709,NA,77602.91230181558,77041.14212767933,204152.7565253643,264385.29676139506,260761.16053512186,221252.84482741382,211864.71165719564,261609.26299060113,219132.2021927205,233688.62138931238,264536.20492459834,218810.0287779555,220459.35804019775
M572T109_NEG,572.1157242163019,109.13450002671,2435.505360822988,NA,NA,NA,NA,NA,9166.590483644717,9381.855676001378,6712.914966659577,NA,NA,NA,NA,NA,NA,28477.210565889793,23869.675253264297,20076.009296251592,35193.32643266964,25164.584060732344,NA,17680.511697450005,NA,NA,19291.566772566446,NA,NA,NA,NA,NA,15862.142890730109,13346.77284436815,NA,11528.519695100014,12243.275084512426,11694.989103279118
M572T146_NEG,572.1566278655015,145.98900318143998,NA,NA,NA,NA,NA,NA,3121.024605414396,4117.631732572602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.4741201346214,NA,NA,NA,NA,NA,8174.62855565439,5914.311471605841,2774.9426142207963,8422.049241374034,9712.396984106,NA,NA,5076.562042243711,4487.986621914129,3850.994518578196,3271.6149520896006
M572T180_3_NEG,572.1937369569365,180.01699447632,243164.13482113509,276213.6109451705,120783.20016635893,169809.12321225047,111770.19674173227,5805046.02562699,6113302.2386143515,5903668.493061746,5408621.9023454925,5070409.4646241795,276046.8442857037,196758.49699236217,105671.24301543593,192734.31449908126,75780.47161993489,4920787.68079042,6590677.635702496,2819383.7624585046,5665716.845854542,3630904.672994429,2447789.2260294645,1803629.8065692931,94013.12682363151,2004836.2565448065,2153938.7712862147,4794966.041561228,6293133.06554197,5740014.290403003,5263562.384737021,5166374.3023707345,5995492.6338309115,5549946.559178435,5572460.332265357,5917876.454555028,5454232.619701964,5311437.092229003
M572T46_NEG,572.2875990520745,45.84399998187,NA,NA,NA,NA,NA,12941.959856951587,8399.194868801414,8457.67326092558,6594.9395187329155,7089.9853320812335,NA,NA,NA,NA,NA,7875.804208996732,NA,NA,NA,7082.802246051835,NA,NA,NA,NA,NA,7414.986033947944,5714.394613345913,NA,4574.557236792578,7384.54167953448,24416.92951148028,9894.774525601779,8937.515344672805,NA,7854.751771890578,8325.192184462032
M572T180_4_NEG,572.438720703125,180.01599311825998,NA,NA,NA,NA,NA,121706.53803401653,137388.05323050878,136765.16813021462,122084.85518865148,113324.52602385845,NA,NA,NA,NA,NA,100156.95496759693,132509.25766773065,53263.57171627922,114140.24594210827,78606.65853480081,49444.65905731699,30719.04476174707,NA,37513.082931983525,40441.43241871817,103481.90006400086,134573.5369158335,127082.58513936603,112052.86672075662,107134.48824413687,176077.6756590826,122022.35459060452,120436.23192720884,128163.97753234966,110490.0711244224,104730.5163142591
